날짜,고객예탁금,,신용잔고,,펀드,,,,,
,,,,,주식형,,혼합형,,채권형,
17.06.19,"245,189","7,222","83,804",640,"680,921",298,"303,095",242,"1,052,762","1,182"
17.06.16,"252,412","2,764","83,163",207,"681,219","1,690","303,337",315,"1,051,580","1,003"
17.06.15,"255,176","9,173","82,957",426,"679,529",28,"303,652",923,"1,050,577","2,450"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.06.14,"246,003","8,412","82,531",945,"679,501","1,027","304,575",101,"1,048,127","1,898"
17.06.13,"254,415","10,700","81,586",691,"680,528","2,359","304,676",210,"1,046,229","2,168"
17.06.12,"243,715",444,"80,894",619,"678,169","2,370","304,886",86,"1,044,061","1,523"
17.06.09,"243,270","4,932","80,275",463,"680,539",516,"304,972",323,"1,045,584","1,455"
17.06.08,"248,202","7,181","79,812",484,"680,023",67,"305,295",733,"1,044,129",509
,,,,,,,,,,
17.06.07,"241,021","8,097","79,328",326,"680,090","2,811","306,028",142,"1,044,638",519
17.06.05,"249,118","2,930","79,002",456,"682,901","2,670","306,170",356,"1,044,119","1,271"
17.06.02,"252,049","7,586","78,546",533,"685,571","1,359","306,526",101,"1,045,390","1,254"
17.06.01,"244,463","4,780","78,013",159,"684,212",54,"306,627",722,"1,044,136",761
17.05.31,"239,684","2,077","77,853",423,"684,266","1,942","307,349",35,"1,044,897","1,706"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.05.30,"241,761",194,"77,430",319,"686,208",782,"307,384","1,609","1,043,191",266
17.05.29,"241,566","1,432","77,112",97,"686,990",384,"308,993","1,273","1,042,925",794
17.05.26,"240,134","3,730","77,014",346,"687,374","2,790","310,266",173,"1,042,131",388
17.05.25,"243,863","7,980","76,668",251,"684,584","2,013","310,439",170,"1,042,519","2,000"
17.05.24,"235,883","2,433","76,417",663,"682,571","1,666","310,609",570,"1,040,519","1,074"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.05.23,"238,316","4,190","75,754",176,"684,237","1,382","311,179","1,377","1,041,593","2,081"
17.05.22,"234,126","4,038","75,578",300,"685,619","1,271","309,802",256,"1,043,674","8,018"
17.05.19,"238,164","16,422","75,278",355,"684,348","1,375","310,058",200,"1,051,692","3,974"
17.05.18,"254,586","15,135","74,923",286,"685,723","1,505","310,258",182,"1,047,718",136
17.05.17,"239,451","3,573","74,637",437,"687,228","2,108","310,440",314,"1,047,854","2,431"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.05.16,"243,025","8,859","74,200",654,"689,336","1,408","310,126",551,"1,045,423","3,665"
17.05.15,"251,884","12,582","73,546",325,"690,744","2,110","310,677","1,459","1,049,088","5,559"
17.05.12,"239,302",813,"73,221",558,"692,854",291,"312,136","1,785","1,043,529","5,742"
17.05.11,"240,115",626,"72,662",2,"692,563","5,487","313,921",942,"1,037,787","3,301"
17.05.10,"240,741","2,595","72,661",32,"687,076","1,734","312,979",117,"1,041,088",124
,,,,,,,,,,
17.05.08,"238,146","5,935","72,693",295,"688,810","1,995","313,096",949,"1,041,212",522
17.05.04,"232,211","6,108","72,988",32,"686,815",644,"314,045",263,"1,041,734","1,002"
17.05.02,"238,319","10,613","72,956",692,"686,171",651,"314,308","1,634","1,040,732",612
17.04.28,"248,932","11,361","72,264",125,"685,520",194,"315,942",216,"1,040,120","4,721"
17.04.27,"260,293","21,582","72,389",128,"685,326","1,061","316,158",311,"1,035,399",975
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.04.26,"238,710",781,"72,517",253,"686,387","1,372","316,469",653,"1,036,374","3,212"
17.04.25,"237,929",363,"72,770",126,"687,759",995,"317,122",74,"1,033,162","2,513"
17.04.24,"237,566",976,"72,896",104,"686,764",366,"317,048","5,490","1,030,649",776
17.04.21,"238,542","2,582","72,792",432,"687,130",781,"322,538",587,"1,031,425","2,455"
17.04.20,"241,123","6,775","72,360",390,"687,911","1,690","323,125",274,"1,028,970","1,760"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.04.19,"234,348","1,623","71,970",66,"689,601",958,"323,399","4,950","1,027,210","1,122"
17.04.18,"232,725","5,624","71,904",206,"690,559",939,"318,449",37,"1,026,088","5,244"
17.04.17,"227,102","2,866","72,111",1,"689,620",895,"318,412",260,"1,031,332","2,911"
17.04.14,"224,236","6,608","72,112",108,"688,725","1,645","318,672",879,"1,034,243",673
17.04.13,"230,844","9,408","72,004",332,"690,370",490,"319,551",44,"1,033,570","2,864"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.04.12,"221,436","3,982","72,335",443,"689,880",264,"319,507","1,059","1,030,706",151
17.04.11,"225,418","8,315","72,778",260,"690,144",606,"318,448","1,235","1,030,555",593
17.04.10,"233,733","12,151","72,519",166,"690,750","1,936","319,683",326,"1,029,962",536
17.04.07,"221,583","7,885","72,353",57,"692,686",225,"320,009",164,"1,029,426","1,013"
17.04.06,"229,468","7,321","72,296",93,"692,461",549,"320,173",160,"1,030,439","1,176"
,,,,,,,,,,
17.04.05,"236,789","2,878","72,202",68,"693,010",838,"320,333",202,"1,031,615",552
17.04.04,"233,911",883,"72,271",119,"692,172","1,374","320,535",195,"1,031,063",886
17.04.03,"234,794","17,112","72,389",222,"693,546","1,682","320,340",128,"1,030,177",940
17.03.31,"217,682","7,972","72,167",260,"691,864","1,640","320,468",135,"1,029,237","3,138"
17.03.30,"225,654","4,628","71,907",108,"693,504","1,733","320,603",225,"1,026,099","17,717"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.03.29,"221,027","1,919","71,799",160,"695,237",809,"320,828",259,"1,043,816",297
17.03.28,"222,945","2,001","71,639",217,"696,046",221,"321,087",59,"1,043,519",16
17.03.27,"224,946","1,440","71,856",131,"695,825","1,681","321,146",388,"1,043,535","1,495"
17.03.24,"223,506","7,152","71,724",69,"697,506","1,653","321,534",79,"1,045,030",88
17.03.23,"230,658","13,765","71,656",282,"699,159",358,"321,613","1,179","1,044,942","1,324"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.03.22,"216,893","6,780","71,374",277,"699,517","1,308","322,792",496,"1,046,266","3,449"
17.03.21,"223,673","5,581","71,096",350,"700,825",239,"323,288",636,"1,042,817","1,389"
17.03.20,"218,093","3,745","70,746",86,"701,064","1,716","323,924",946,"1,044,206","4,454"
17.03.17,"221,837","2,689","70,832",162,"702,780",610,"324,870",435,"1,048,660",56
17.03.16,"219,148","4,908","70,670",509,"703,390","2,068","325,305",219,"1,048,604","1,023"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.03.15,"224,057","8,931","70,162",261,"705,458","1,566","325,524",439,"1,049,627","3,046"
17.03.14,"215,125","1,002","69,901",12,"707,024",486,"325,963",270,"1,046,581","4,435"
17.03.13,"214,123","2,799","69,914",169,"706,538","1,370","326,233",10,"1,042,146","1,870"
17.03.10,"216,923","2,820","69,744",194,"707,908",448,"326,243",278,"1,040,276",150
17.03.09,"214,103",987,"69,551",3,"708,356",592,"326,521",352,"1,040,126",109
,,,,,,,,,,
17.03.08,"213,116",402,"69,554",220,"707,764","1,387","326,873",337,"1,040,235",882
17.03.07,"212,714","8,481","69,773",609,"709,151","1,497","327,210",285,"1,041,117",695
17.03.06,"221,195","1,589","70,383",40,"710,648",218,"327,495",217,"1,040,422",330
17.03.03,"219,606",748,"70,422",49,"710,866","2,736","327,712",101,"1,040,092",746
17.03.02,"220,354","1,836","70,471",69,"713,602",34,"327,813",174,"1,040,838","3,946"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.02.28,"222,190","4,349","70,540",169,"713,636",275,"327,639",479,"1,036,892","5,118"
17.02.27,"226,539","10,259","70,709",102,"713,361","1,025","328,118","3,278","1,042,010","7,952"
17.02.24,"216,281","1,861","70,607",249,"714,386","2,428","331,396","1,302","1,049,962",611
17.02.23,"214,419",67,"70,358",31,"716,814","2,042","332,698",432,"1,049,351",888
17.02.22,"214,486","3,553","70,327",298,"714,772","2,392","333,130",526,"1,048,463","5,174"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.02.21,"210,933",123,"70,029",8,"717,164",934,"333,656",639,"1,053,637","1,101"
17.02.20,"211,056","1,032","70,037",255,"716,230",9,"334,295",817,"1,052,536",126
17.02.17,"210,025","1,377","69,782",100,"716,239",456,"335,112",247,"1,052,662",67
17.02.16,"211,401","7,190","69,683",3,"716,695",633,"335,359",232,"1,052,729",304
17.02.15,"218,591","4,001","69,685",159,"717,328",330,"335,591",304,"1,052,425","3,329"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.02.14,"214,590","6,353","69,845",163,"716,998",633,"335,895",574,"1,055,754","1,415"
17.02.13,"208,237","4,121","70,008",214,"717,631",220,"336,469",215,"1,054,339","3,732"
17.02.10,"212,358","7,406","69,794",149,"717,851",809,"336,684",457,"1,050,607","2,065"
17.02.09,"219,764","4,223","69,645",33,"718,660",713,"336,227",250,"1,048,542",505
17.02.08,"215,540",504,"69,678",109,"719,373","1,305","336,477",740,"1,049,047","1,766"
,,,,,,,,,,
17.02.07,"216,044","3,733","69,787",814,"720,678",923,"337,217",97,"1,047,281",477
17.02.06,"212,312","1,338","70,601",257,"721,601",656,"337,120",218,"1,047,758",458
17.02.03,"213,650","13,258","70,858",38,"720,945","1,274","337,338","1,022","1,047,300",101
17.02.02,"226,909","4,952","70,819",113,"722,219","1,254","338,360",220,"1,047,199",937
17.02.01,"221,957","2,721","70,707",352,"723,473",654,"338,580",383,"1,048,136","1,163"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.01.31,"219,236","6,733","71,058",14,"722,819","1,930","338,963",555,"1,046,973",501
17.01.26,"212,503","5,031","71,045",436,"724,749","1,094","339,518",15,"1,046,472",611
17.01.25,"217,534","8,263","71,481",434,"723,655",254,"339,503",45,"1,047,083","1,782"
17.01.24,"209,271","1,238","71,915",102,"723,401",575,"339,548",126,"1,045,301","2,592"
17.01.23,"210,508",863,"72,016",171,"723,976",455,"339,674",429,"1,042,709",270
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.01.20,"211,371","3,487","71,845",37,"724,431",612,"340,103","1,050","1,042,439","4,857"
17.01.19,"214,859",766,"71,808",157,"725,043","2,843","341,153",438,"1,037,582",724
17.01.18,"214,092","16,972","71,965",312,"727,886","1,780","341,591","1,327","1,038,306",374
17.01.17,"231,064","11,990","71,654",31,"729,666",57,"342,918",461,"1,038,680",371
17.01.16,"219,074","13,099","71,622",18,"729,609","3,864","343,379",526,"1,039,051",520
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
17.01.13,"232,173","13,182","71,605",39,"733,473","2,622","343,905",435,"1,038,531",415
17.01.12,"218,991","1,769","71,566",371,"736,095",879,"344,340",278,"1,038,946",625
17.01.11,"217,221","7,466","71,195",686,"736,974",582,"344,618",100,"1,039,571","3,332"
17.01.10,"209,756","6,356","70,509",465,"736,392","1,162","344,718",338,"1,036,239","1,097"
17.01.09,"216,112","3,317","70,044",450,"735,230","4,382","345,056",328,"1,037,336",974
,,,,,,,,,,
17.01.06,"212,795","7,166","69,594",523,"730,848","1,574","345,384",302,"1,038,310","2,187"
17.01.05,"219,961",494,"69,071",655,"732,422","1,869","345,686",443,"1,036,123","2,086"
17.01.04,"219,467","19,524","68,416",363,"734,291",711,"346,129",218,"1,038,209","1,274"
17.01.03,"238,991","13,051","68,053",196,"735,002",520,"346,347",298,"1,039,483",458
17.01.02,"225,940","1,604","67,857",347,"734,482","2,099","346,049",893,"1,039,941","1,090"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
16.12.29,"227,544","7,313","67,510",268,"736,581","2,561","345,156","1,142","1,038,851","6,704"
16.12.28,"220,231","2,752","67,778",122,"739,142","1,488","346,298","1,164","1,045,555","2,635"
16.12.27,"222,983","8,160","67,656",4,"737,654",570,"347,462",713,"1,048,190",853
16.12.26,"214,823","3,014","67,652",135,"737,084",28,"348,175","1,186","1,047,337","1,035"
16.12.23,"211,809",227,"67,516",237,"737,112","1,225","349,361",433,"1,046,302",615
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
16.12.22,"212,036","5,551","67,279",274,"735,887","3,348","349,794",576,"1,046,917","2,106"
16.12.21,"217,587",23,"67,005",321,"739,235","1,562","350,370",374,"1,049,023","1,856"
16.12.20,"217,610","1,715","66,684",407,"740,797","1,095","350,744",855,"1,050,879","4,472"
16.12.19,"219,325","3,367","66,277",502,"741,892","1,206","351,599",706,"1,055,351",985
16.12.16,"215,958","7,717","65,774",287,"743,098",718,"352,305",390,"1,056,336","1,772"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
16.12.15,"223,675","6,238","65,487",339,"742,380","1,141","352,695",566,"1,058,108","5,143"
16.12.14,"217,437","4,209","65,148",356,"743,521",274,"353,261",979,"1,063,251","3,505"
16.12.13,"213,228","2,064","64,792",62,"743,247",718,"354,240",310,"1,066,756","1,380"
16.12.12,"215,292","6,325","64,731",454,"742,529",428,"354,550",733,"1,068,136","1,675"
16.12.09,"208,967",125,"65,184",228,"742,101",822,"355,283",405,"1,069,811",938
,,,,,,,,,,
16.12.08,"208,842",538,"65,413",356,"742,923","1,458","355,688",984,"1,070,749","1,454"
16.12.07,"208,304",851,"65,769",859,"741,465","2,691","356,672",536,"1,072,203",349
16.12.06,"209,154","11,854","66,629",481,"738,774",666,"357,208",253,"1,072,552","1,624"
16.12.05,"221,008","6,945","67,110",143,"738,108",815,"357,461",2,"1,074,176",971
16.12.02,"227,953","4,073","67,252",98,"738,923","4,211","357,459",187,"1,075,147",125
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
16.12.01,"223,880","7,805","67,155",325,"743,134","3,575","357,646",670,"1,075,022",266
16.11.30,"216,075","3,834","67,480",44,"746,709","3,747","358,316",735,"1,075,288","1,939"
16.11.29,"219,909","4,463","67,436",282,"742,962","2,938","359,051",111,"1,073,349","11,441"
16.11.28,"224,372","8,356","67,718",702,"740,024","6,633","359,162",11,"1,084,790","5,412"
16.11.25,"216,016","4,618","68,420",624,"733,391","1,863","359,173",629,"1,090,202",963
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
16.11.24,"211,398","2,506","69,044",178,"731,528","1,127","359,802",535,"1,091,165",121
16.11.23,"213,904",245,"69,222",363,"732,655","1,419","360,337",684,"1,091,044","3,148"
16.11.22,"213,659","3,005","69,585",66,"731,236","1,028","361,021",653,"1,094,192","1,553"
16.11.21,"216,664","3,233","69,520",242,"730,208",491,"361,674",395,"1,095,745","1,041"
16.11.18,"219,897","4,624","69,278",146,"730,699",177,"362,069",20,"1,096,786",484
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
16.11.17,"224,522","2,870","69,132",394,"730,876",137,"362,089",174,"1,097,270","1,625"
16.11.16,"221,652","6,060","68,738",413,"730,739",275,"362,263","1,283","1,095,645","1,732"
16.11.15,"227,712","5,000","68,325",666,"730,464",910,"363,546",37,"1,097,377","2,251"
16.11.14,"232,711","9,352","67,660",269,"729,554",320,"363,583",726,"1,099,628",239
16.11.11,"223,359","8,993","67,390","1,905","729,234","1,032","364,309",182,"1,099,867",497
,,,,,,,,,,
16.11.10,"232,352","9,014","69,295",22,"728,202","4,508","364,491","1,002","1,099,370","4,362"
16.11.09,"223,338","7,138","69,273",22,"723,694","2,788","363,489",759,"1,103,732",873
16.11.08,"216,199","8,891","69,295",400,"726,482",485,"362,730",27,"1,104,605",521
16.11.07,"225,091","11,190","69,695",874,"725,997","3,766","362,757",196,"1,104,084",780
16.11.04,"213,901","6,909","70,569","1,284","722,231",921,"362,953",425,"1,104,864","4,478"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
16.11.03,"220,810","7,767","71,853",711,"723,152",126,"363,378",922,"1,100,386","5,893"
16.11.02,"228,577","3,715","72,565","1,052","723,278","2,390","362,456",15,"1,106,279",637
16.11.01,"232,292","12,238","73,616",190,"725,668","1,952","362,471",116,"1,106,916","1,346"
16.10.31,"220,053","6,147","73,806",388,"727,620","1,241","362,587",994,"1,108,262","1,374"
16.10.28,"226,201","5,499","74,194",613,"728,861","1,365","361,593","4,463","1,106,888","2,556"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
16.10.27,"231,699","5,420","74,807",497,"730,226","1,699","366,056",140,"1,109,444",159
16.10.26,"226,279","11,236","75,304",406,"728,527","2,157","366,196",272,"1,109,285",888
16.10.25,"215,044","7,463","75,710",469,"730,684",335,"366,468","4,130","1,110,173","1,771"
16.10.24,"222,506","12,790","76,179",195,"730,349","2,137","362,338",123,"1,108,402","1,168"
16.10.21,"209,717","3,510","76,374",137,"728,212","1,179","362,461",90,"1,109,570","1,616"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
16.10.20,"213,227","1,772","76,237",353,"727,033",404,"362,371",212,"1,107,954",806
16.10.19,"211,456","3,665","76,590",108,"727,437",169,"362,583",20,"1,108,760","3,057"
16.10.18,"215,121",23,"76,698",175,"727,268",555,"362,563",64,"1,111,817",255
16.10.17,"215,097",430,"76,873",97,"726,713",216,"362,627",127,"1,112,072",390
16.10.14,"215,527","14,679","76,776",90,"726,497",909,"362,754",136,"1,112,462",872
,,,,,,,,,,
16.10.13,"230,206","7,384","76,686",124,"727,406","2,345","362,890",97,"1,113,334","2,160"
16.10.12,"222,823","3,206","76,810",328,"729,751",622,"362,987",195,"1,111,174","1,654"
16.10.11,"219,617","1,242","77,138",105,"730,373","2,452","363,182",768,"1,109,520","1,290"
16.10.10,"218,375",701,"77,034",453,"732,825",658,"363,950",717,"1,108,230",877
16.10.07,"217,674","25,193","76,581",70,"732,167","1,163","364,667","1,679","1,109,107","2,013"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
16.10.06,"242,866","15,394","76,510",118,"733,330",965,"366,346","1,126","1,107,094","1,408"
16.10.05,"227,473","3,289","76,628",300,"732,365",84,"367,472",213,"1,105,686","2,874"
16.10.04,"224,184","4,844","76,928",138,"732,449",137,"367,259","1,032","1,108,560","1,087"
16.09.30,"219,340","4,771","76,790",12,"732,586","2,181","368,291",253,"1,109,647","1,128"
16.09.29,"224,111","1,972","76,778",17,"734,767",243,"368,544",38,"1,108,519","4,347"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
16.09.28,"222,140","6,879","76,761",320,"734,524",581,"368,506",927,"1,104,172",427
16.09.27,"229,019","4,328","76,441",61,"735,105","1,273","369,433",312,"1,104,599","3,051"
16.09.26,"224,691","2,186","76,502",112,"733,832",705,"369,121",699,"1,101,548",68
16.09.23,"222,505",650,"76,390",364,"734,537",447,"369,820",207,"1,101,480",79
16.09.22,"221,855","2,645","76,026",530,"734,984",494,"370,027","1,040","1,101,401","2,378"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
16.09.21,"219,209","7,033","75,496",203,"735,478",287,"371,067",126,"1,103,779","1,424"
16.09.20,"226,243","4,094","75,293",107,"735,191",30,"371,193",970,"1,105,203","1,088"
16.09.19,"222,149","1,999","75,400",586,"735,221",896,"370,223",171,"1,106,291","2,244"
16.09.13,"224,148","10,409","75,986",482,"734,325","1,339","370,394",93,"1,108,535","1,724"
16.09.12,"234,557","8,725","76,469",359,"735,664","4,718","370,487",220,"1,106,811","3,708"
,,,,,,,,,,
16.09.09,"225,833",670,"76,828",177,"740,382","2,962","370,267","1,289","1,103,103","1,405"
16.09.08,"226,502","9,298","76,651",514,"743,344",51,"371,556",481,"1,101,698",139
16.09.07,"217,204","4,948","76,137",9,"743,293",632,"371,075",765,"1,101,837","6,089"
16.09.06,"222,152","15,330","76,128",130,"743,925",290,"371,840","1,457","1,095,748",501
16.09.05,"237,482","19,669","75,999",276,"744,215","1,420","373,297",216,"1,095,247","5,016"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
16.09.02,"217,813","2,756","75,722",161,"742,795","1,484","373,513",476,"1,100,263",999
16.09.01,"220,569","3,130","75,883",561,"744,279",609,"373,989","1,005","1,099,264",940
16.08.31,"217,439","23,344","76,444",833,"744,888","1,701","374,994",177,"1,098,324","2,823"
16.08.30,"240,783","6,170","77,278",74,"746,589",85,"374,817",880,"1,095,501",177
16.08.29,"246,952","11,920","77,351",173,"746,504",828,"373,937","1,210","1,095,678",458
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
16.08.26,"235,032","14,452","77,524",78,"747,332","1,893","375,147",220,"1,096,136","1,250"
16.08.25,"220,581","3,632","77,446",26,"749,225","1,801","375,367",956,"1,094,886","3,616"
16.08.24,"224,213","8,357","77,420",122,"751,026","1,321","374,411",15,"1,091,270","7,094"
16.08.23,"232,570","11,302","77,298",113,"752,347",30,"374,396",395,"1,084,176",335
16.08.22,"221,268","7,053","77,186",231,"752,317","3,160","374,001",208,"1,083,841","1,854"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
16.08.19,"228,321",578,"76,955",157,"755,477","1,330","374,209",183,"1,081,987",643
16.08.18,"228,899","6,317","77,112",295,"756,807",198,"374,392",215,"1,081,344","1,129"
16.08.17,"235,216","2,918","76,817",3,"756,609","1,481","374,177",225,"1,080,215","1,546"
16.08.16,"232,298","7,333","76,814",501,"758,090","2,038","374,402",615,"1,081,761",52
